POS,Name,STU,MOV,CON,PBABIP,HRR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,STM,HLD,G,GS,IP,R,HR/9,K%,BB%,ERA+,FIP-,rWAR
SP,Felipe Cisneros,30,20,25,40,20,40,20,25,-,-,25,-,-,-,-,30,-,5,EX FB,92-94,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Makaio Cisneros,20,30,30,45,20,35,20,20,25,-,-,-,-,-,-,-,-,4,FB,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Caleb Clark,20,30,20,50,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,88-90,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cooper Clark,30,45,35,45,45,-,35,-,35,35,-,-,-,-,-,-,-,3,NEU,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matt Clark,30,40,30,45,40,40,20,-,30,-,-,25,-,-,-,-,-,5,NEU,91-93,60,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Peter Clark,30,25,25,50,20,35,-,-,35,-,-,-,-,-,-,-,-,2,EX FB,90-92,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Adam Clarke,25,40,25,50,35,25,-,-,25,-,-,30,-,-,-,-,-,3,NEU,86-88,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ben Cleaver,25,25,25,40,20,30,25,25,-,-,-,-,-,-,-,-,-,3,NEU,89-91,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Andrew Clelland,30,20,25,45,20,30,25,25,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Joe Clemons,30,20,20,40,20,35,20,-,-,-,30,-,-,-,-,-,-,3,NEU,90-92,50,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Heath Clevenger,20,20,20,50,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,89-91,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Trevor Clifton,40,40,30,50,40,45,-,35,35,-,-,-,-,-,-,-,-,3,EX FB,94-96,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Brian Clow,20,25,25,45,20,30,-,20,-,-,-,-,-,-,-,-,-,2,NEU,89-91,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Trey Cobb,40,45,25,55,45,-,40,-,40,40,-,-,-,-,-,-,-,3,NEU,90-92,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dirk Cochran,40,35,30,50,30,45,30,-,40,40,-,-,-,-,-,-,-,4,NEU,94-96,75,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dawson Coe,20,25,25,45,20,25,20,20,-,-,-,-,-,-,-,-,-,3,FB,87-89,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jared Cohens,20,20,30,40,20,25,20,-,20,20,-,-,-,-,-,-,-,4,NEU,88-90,65,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Calvin Coker,35,45,45,55,45,35,35,-,30,-,-,-,-,-,-,-,-,3,FB,89-91,35,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Gerrit Cole,50,45,55,55,45,75,50,55,70,-,-,50,-,-,-,-,-,5,FB,96-98,55,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Lazaro Collera,35,20,20,60,20,45,25,40,40,-,-,-,-,20,-,-,-,5,NEU,93-95,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Joey Collier,20,20,20,50,20,25,20,25,25,-,-,-,-,-,-,-,-,4,EX FB,86-88,40,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jay Collins,25,35,25,45,30,30,-,-,25,-,-,30,-,-,-,-,-,3,NEU,86-88,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ken Collins,35,30,30,40,20,40,-,-,35,-,-,-,-,-,-,-,-,2,NEU,91-93,40,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ty Collins,40,30,20,50,20,40,-,45,-,-,-,-,-,-,-,-,-,2,FB,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Alex Colomé,40,45,45,50,45,45,-,-,-,-,-,35,-,-,-,-,-,2,EX GB,94-96,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Bawin Colon,35,20,20,55,20,35,35,-,40,-,-,-,-,-,-,-,-,3,NEU,87-89,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ilmerson Colon,35,25,25,50,20,40,25,-,35,-,-,-,-,-,-,-,-,3,FB,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin Compton,20,20,25,40,20,25,20,30,-,25,-,-,-,-,-,-,-,4,NEU,87-89,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bryce Conley,40,55,35,50,60,45,40,-,45,-,-,-,-,-,-,-,-,3,FB,93-95,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyle Connelly,35,20,35,40,20,35,25,35,35,-,-,-,-,-,-,-,-,4,EX FB,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cooper Consiglio,35,35,35,50,30,40,30,-,35,-,-,35,-,-,-,-,-,4,FB,91-93,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Carlos Contreras,40,35,25,45,30,40,25,45,-,-,-,-,-,-,-,-,-,3,FB,92-94,30,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jeff Contreras,30,20,20,45,20,-,25,35,-,-,30,30,-,-,-,-,-,4,NEU,92-94,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Mike Cook,40,45,40,50,40,45,-,35,-,-,-,-,-,-,-,-,-,2,NEU,95-97,40,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Rory Cook,30,30,20,45,25,30,20,-,30,-,-,-,-,-,-,-,-,3,NEU,88-90,60,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Nate Cooper,20,20,20,40,20,35,-,-,-,25,-,20,-,-,-,-,-,3,NEU,91-93,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,RJ Cope,30,25,30,45,20,35,25,-,35,-,-,-,-,-,-,-,-,3,NEU,89-91,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Miguel Cordones,25,45,25,55,45,35,-,25,-,-,-,-,-,-,-,-,-,2,FB,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,JC Coronado,40,30,25,50,25,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,93-95,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Enrique Coronel,20,45,25,55,45,30,-,-,20,-,-,-,-,-,-,-,-,2,NEU,89-91,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jean Correa,35,50,25,55,45,35,30,30,-,-,-,-,-,-,-,-,-,3,NEU,90-92,40,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Seth Corry,40,45,25,50,45,45,40,40,-,-,-,-,-,-,-,-,-,3,NEU,92-94,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sammy Cova,30,25,35,45,20,35,30,35,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Steve Cowan,25,25,30,45,20,35,20,-,-,25,-,20,-,-,-,-,-,4,FB,90-92,50,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Justin Creary,20,20,20,40,20,-,-,30,-,-,-,25,-,-,-,-,-,2,NEU,92-94,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Christian Crespo,25,20,20,55,20,30,20,-,25,-,-,-,-,-,-,-,-,3,FB,89-91,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,German Crespo,30,20,20,40,20,30,20,20,-,25,-,-,-,-,-,-,-,4,FB,88-90,65,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jacob Crews,20,20,20,50,20,30,-,20,25,-,-,-,-,-,-,-,-,3,FB,90-92,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,John Crippen,20,30,20,40,25,40,20,-,-,-,-,-,-,-,-,-,-,2,NEU,95-97,30,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Connor Crisp,30,20,20,40,20,35,25,30,-,-,-,-,-,-,-,20,-,4,FB,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jack Cropper,35,25,30,45,20,45,30,-,40,-,-,-,-,-,-,-,-,3,FB,93-95,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Colton Cross,20,20,20,40,20,25,20,20,25,-,-,-,-,-,-,-,-,4,FB,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyle Crow,20,20,20,40,20,30,20,20,25,-,-,-,-,-,-,-,-,4,FB,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Xavier Crowder,30,20,20,55,20,30,25,30,-,-,-,-,-,-,-,-,-,3,FB,88-90,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Wil Crowe,35,50,45,55,45,40,40,35,40,35,-,-,-,-,-,-,-,5,NEU,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Byron Crump,20,20,20,45,20,25,20,-,20,25,-,25,-,-,-,-,-,5,NEU,88-90,65,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Darwin Cruz,25,50,20,55,45,30,25,20,-,-,-,-,-,-,-,-,-,3,NEU,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Mike Cruz,45,35,25,55,30,50,-,-,45,-,-,-,-,-,-,-,-,2,NEU,95-97,40,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Rony Cruz,20,45,20,55,45,30,20,-,25,-,-,-,-,-,-,-,-,3,NEU,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Samuel Cruz,35,45,20,55,40,40,30,-,35,-,-,-,-,-,-,-,-,3,FB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Carlos Cucalon,20,20,20,45,20,30,20,-,-,-,-,-,-,-,25,-,-,3,NEU,90-92,55,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Miguel Cuevas,20,20,20,35,20,30,20,-,-,25,-,-,-,-,-,-,-,3,FB,90-92,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ramon Cuevas,20,45,20,55,40,25,20,20,-,-,-,-,-,-,-,-,-,3,FB,89-91,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Charlie Culberson,45,40,40,45,40,50,-,-,45,-,45,45,-,-,-,-,-,4,NEU,92-94,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,C.J. Culpepper,45,50,45,50,50,45,35,35,45,40,-,35,-,-,-,-,-,6,NEU,94-96,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mike Cummings,20,40,20,50,35,-,20,-,20,20,25,-,-,-,-,-,-,4,EX GB,87-89,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Joe Cunningham,20,25,25,40,20,30,20,-,-,25,-,25,-,-,-,-,-,4,NEU,88-90,65,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Keegan Curtis,35,50,45,50,50,40,-,-,40,-,-,-,-,-,-,-,-,2,NEU,92-94,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Geoff Daddio,20,30,30,45,25,25,20,-,25,-,-,-,-,-,-,-,-,3,NEU,87-89,60,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Nate Dahle,40,40,50,55,35,40,25,-,40,-,-,-,-,-,-,-,-,3,EX FB,91-93,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matthew Dallas,35,40,35,45,35,40,35,-,40,-,-,35,-,-,-,-,-,4,NEU,91-93,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Wyatt Danilowicz,30,20,20,45,20,30,25,30,-,-,-,-,-,-,-,-,-,3,FB,88-90,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tyler Danish,35,45,45,45,45,-,35,-,35,40,-,35,-,-,-,-,-,4,NEU,89-91,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Samuel Dario,25,50,20,55,45,30,-,-,30,-,-,-,-,-,-,-,-,2,FB,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zac Dart,20,20,20,55,20,25,20,20,25,-,-,-,-,-,-,-,-,4,EX FB,87-89,40,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Lucas Davenport,30,20,20,50,20,40,20,-,35,-,-,-,-,-,-,-,-,3,FB,92-94,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zach Davies,35,45,45,50,45,35,40,30,30,40,-,35,-,-,-,-,-,6,NEU,88-90,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,David Davila,30,35,30,40,30,35,30,35,-,-,-,-,-,-,-,-,-,3,FB,88-90,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tony Davila,20,20,20,40,20,30,20,30,-,-,20,-,-,-,-,-,-,4,EX FB,88-90,65,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brady Davis,35,20,30,55,20,40,25,30,35,-,-,-,-,-,-,-,-,4,FB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chase Davis,30,20,20,45,20,40,20,-,35,-,-,-,-,-,-,-,-,3,FB,91-93,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Devin Davis,25,20,20,45,20,30,20,-,-,20,-,-,-,-,-,-,-,3,NEU,87-89,70,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Lance Davis,30,35,20,45,35,-,25,-,35,30,-,-,-,-,-,-,-,3,GB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tague Davis,20,30,30,45,20,25,20,-,25,-,-,-,-,-,-,-,-,3,NEU,88-90,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Luis De Aza,20,30,20,50,20,30,20,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Fredely De Dios,30,40,20,55,35,35,-,30,35,-,-,-,-,-,-,-,-,3,FB,90-92,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Haniel De Frias,30,40,30,50,35,-,20,-,25,30,-,-,-,-,-,-,-,3,GB,88-90,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Larry De Jesus,20,20,20,55,20,25,-,20,-,-,-,-,-,-,-,-,-,2,NEU,87-89,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yency De Jesus,30,45,25,55,40,35,30,-,30,-,-,-,-,-,-,-,-,3,NEU,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chase De Jong,40,45,45,55,45,45,35,40,40,-,-,-,-,-,-,-,-,4,EX FB,92-94,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Cristian De La Cruz,20,20,20,55,20,20,-,-,20,-,-,-,-,-,-,-,-,2,EX FB,86-88,20,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Lisander De La Cruz,30,45,20,55,45,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ruben De La Cruz,20,45,20,60,40,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,89-91,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Angelo de la Rosa,30,30,20,40,25,30,25,-,-,30,-,-,-,-,-,-,-,3,NEU,88-90,65,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jesus de Leon,30,25,25,45,20,40,20,-,-,25,-,-,-,-,-,-,-,3,NEU,92-94,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,David De Los Santos,25,20,20,50,20,25,-,-,25,-,-,-,-,-,-,-,-,2,EX FB,86-88,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Greudis De Los Santos,30,30,25,50,20,30,-,-,30,-,-,-,-,-,-,-,-,2,FB,88-90,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jhoan De Los Santos,30,30,25,55,20,30,-,-,35,-,-,-,-,-,-,-,-,2,NEU,89-91,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Adam Dealy,25,35,40,45,35,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,89-91,30,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Blake Dean,20,25,20,40,20,35,25,20,-,-,-,-,-,-,-,-,-,3,FB,91-93,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mitchell Dean,30,20,25,45,20,35,25,-,35,-,-,-,-,-,-,-,-,3,FB,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Greg Deane,35,40,20,50,35,35,35,-,-,35,-,35,-,-,-,-,-,4,NEU,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Cody Deason,40,45,40,55,45,45,35,-,45,-,-,-,-,-,-,-,-,3,NEU,92-94,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jason DeCaro,40,40,40,55,40,45,35,35,40,-,-,-,-,-,-,-,-,4,NEU,92-94,60,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,James DeCremer III,40,20,20,45,20,45,25,35,40,-,-,-,-,-,-,-,-,4,FB,94-96,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jack DeDonato,30,20,20,50,20,30,30,35,-,-,-,-,-,-,-,-,-,3,EX FB,86-88,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sawyer Deering,30,30,25,45,20,40,25,30,-,-,-,-,-,-,-,-,-,3,FB,91-93,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Gustavo Del Pozo,30,45,20,55,45,35,-,30,-,-,-,-,-,-,-,-,-,2,NEU,89-91,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jacob DeLabio,45,50,25,55,50,50,-,-,45,-,-,-,-,-,-,-,-,2,FB,94-96,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Randall Delgado,35,40,45,50,35,40,-,30,35,35,-,-,-,25,-,-,-,5,NEU,93-95,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Gabriel Delval,20,20,30,45,20,30,20,-,25,20,-,-,-,-,-,-,-,4,FB,90-92,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cody Delvecchio,20,20,20,55,20,30,20,-,30,-,-,-,-,-,-,-,-,3,FB,88-90,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ben DeMell,35,20,20,50,20,40,30,35,35,-,-,-,-,-,-,-,-,4,EX FB,92-94,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Noah DeNoyer,45,50,45,50,50,50,-,60,45,-,45,-,-,-,-,-,-,4,NEU,92-94,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Anthony DeSclafani,35,45,60,50,45,45,30,30,40,-,-,-,-,-,-,-,-,4,NEU,94-96,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Eric Deslandes,20,30,35,40,25,-,-,20,-,-,-,20,-,-,-,-,-,2,NEU,88-90,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jack DeTienne,25,20,20,60,20,40,20,35,-,-,-,-,-,-,-,-,-,3,FB,93-95,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Parker Detmers,35,30,40,50,20,40,35,40,-,-,-,-,-,-,-,-,-,3,FB,91-93,60,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Hudson DeVaughan,30,30,20,45,20,40,25,30,-,-,-,-,-,-,-,-,-,3,NEU,91-93,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kenton Deverman,30,40,40,45,35,35,40,40,-,-,-,-,-,-,-,-,-,3,NEU,85-87,55,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,J.D. DeWester,20,25,20,45,20,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,89-91,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dannel Diaz,45,55,35,55,55,-,45,-,50,50,-,-,-,-,-,-,-,3,EX GB,91-93,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Danny Diaz,30,35,25,45,35,45,25,-,30,-,-,-,-,-,-,-,-,3,FB,92-94,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ernesto Diaz,35,40,20,40,40,40,30,-,40,25,-,-,-,-,-,-,-,4,FB,89-91,60,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Francis Diaz,30,20,20,50,20,30,-,30,-,-,-,-,-,-,-,-,-,2,NEU,88-90,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jean Diaz,35,20,25,50,20,40,-,35,-,-,-,-,-,-,-,-,-,2,NEU,89-91,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jerson Diaz,20,20,20,45,20,30,-,20,-,-,-,-,-,-,-,-,-,2,FB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Luis Diaz,30,35,20,55,30,35,30,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Manuel Diaz,35,20,20,40,20,35,20,-,25,30,-,30,-,-,-,-,-,5,NEU,89-91,65,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tony Dibrell,40,45,30,50,45,45,45,40,40,-,-,-,-,-,-,-,-,4,EX FB,92-94,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tristan Dietrich,30,25,20,45,20,35,25,-,35,-,-,-,-,-,-,-,-,3,FB,90-92,55,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Hunter Dietz,30,35,35,50,35,35,35,35,-,-,-,-,-,-,-,-,-,3,NEU,90-92,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Adel Dilone,30,45,25,50,45,35,35,25,-,-,-,-,-,-,-,-,-,3,NEU,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mario Dimas,30,20,35,40,20,30,25,-,-,-,-,30,-,-,-,-,-,3,NEU,87-89,70,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Halan Dishmey,20,25,20,50,20,30,20,20,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ernesto Disla,20,25,20,50,20,25,-,25,-,-,-,-,-,-,-,-,-,2,FB,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Logan Dobberstein,25,30,20,50,20,25,25,-,25,-,-,-,-,-,-,-,-,3,FB,86-88,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Blaine Dodge,30,20,25,50,20,30,25,30,30,-,-,-,-,-,-,-,-,4,EX FB,87-89,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,John Dodge,25,25,25,35,20,35,20,-,-,25,-,-,-,-,-,-,-,3,FB,91-93,70,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Hunter Dollander,35,50,40,50,45,40,35,35,35,-,-,-,-,-,-,-,-,4,NEU,91-93,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Arturo Dominguez,40,30,25,50,25,-,-,45,-,-,-,45,-,-,-,-,-,2,NEU,94-96,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,David Dominguez,30,50,20,55,45,30,-,30,-,-,-,-,-,-,-,-,-,2,NEU,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Paul Dominguez-Walker,30,20,20,50,20,35,25,35,-,-,-,-,-,-,-,-,-,3,FB,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aaron Donahue,35,35,30,45,30,-,30,-,45,-,-,40,-,-,-,-,-,3,NEU,90-92,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Hayrol Done,20,45,20,55,45,25,25,20,-,-,-,-,-,-,-,-,-,3,FB,87-89,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mike Donna,25,30,20,40,25,30,20,-,-,25,-,25,-,-,-,-,-,4,NEU,90-92,60,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cory Donoghue,40,35,45,45,35,40,-,-,-,35,35,45,-,-,-,-,-,4,NEU,89-91,60,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Liam Doolan,30,40,30,50,40,40,25,25,-,-,-,-,-,-,-,-,-,3,FB,92-94,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chandler Dorsey,30,20,25,50,20,35,25,35,-,-,-,-,-,-,-,-,-,3,EX FB,91-93,45,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cooper Dossett,35,25,20,50,20,45,25,35,-,-,-,-,-,-,-,-,-,3,FB,94-96,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Luke Dotson,40,30,35,45,25,35,25,35,-,-,-,35,-,-,-,-,-,4,FB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyle Dowdy,45,50,40,55,45,50,40,40,45,45,-,-,-,-,-,-,-,5,NEU,96-98,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Lloyd Downs,30,20,20,50,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,89-91,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,John Doxakis,40,45,40,55,45,40,40,-,40,-,-,-,-,-,-,-,-,3,NEU,89-91,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mark Driscoll,20,20,20,45,20,35,20,20,-,-,-,25,-,-,-,-,-,4,NEU,92-94,65,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
